,Course,Department,Study Hours per Week,Average Grade Received
1118,CHEM 140A  - Organic Chemistry I            (B),CHEM,7.927,C+ (2.3)
1119,CHEM 140A  - Organic Chemistry I            (C),CHEM,7.8775,C+ (2.3)
1120,CHEM 140A  - Organic Chemistry I            (D),CHEM,7.7275,B- (2.7)
1121,CHEM 140A - Organic Chemistry I (A),CHEM,9.914347826086956,B- (2.7)
1122,CHEM 140A - Organic Chemistry I (B),CHEM,8.903076923076924,B- (2.7)
1123,CHEM 140A - Organic Chemistry I (C),CHEM,9.974,C+ (2.3)
1124,CHEM 140A - Organic Chemistry I (D),CHEM,8.296000000000001,C+ (2.3)
1125,CHEM 140A - Organic Chemistry I (E),CHEM,7.73,C+ (2.3)
1126,CHEM 140B  - Organic Chemistry II           (A),CHEM,8.664444444444445,C+ (2.3)
1127,CHEM 140B  - Organic Chemistry II           (B),CHEM,7.667,C+ (2.3)
1128,CHEM 140B  - Organic Chemistry II           (C),CHEM,7.944,C+ (2.3)
1129,CHEM 140B - Organic Chemistry II (A),CHEM,9.440833333333334,C+ (2.3)
1130,CHEM 140B - Organic Chemistry II (B),CHEM,8.706666666666667,B- (2.7)
1131,CHEM 140B - Organic Chemistry II (C),CHEM,8.692,B- (2.7)
1132,CHEM 140B - Organic Chemistry II (D),CHEM,9.53,B- (2.7)
1133,CHEM 140BH - Honors Organic Chemistry       (A),CHEM,7.040000000000001,A- (3.7)
1134,CHEM 140BH - Honors Organic Chemistry (A),CHEM,7.7,B+ (3.3)
1135,CHEM 140C  - Organic Chemistry III          (A),CHEM,8.156315789473684,B- (2.7)
1136,CHEM 140C  - Organic Chemistry III          (B),CHEM,9.360000000000001,B- (2.7)
1137,CHEM 140C - Organic Chemistry III (A),CHEM,8.8092,B- (2.7)
1138,CHEM 140C - Organic Chemistry III (B),CHEM,8.878,B- (2.7)
1139,CHEM 140CH - Honors Organic Chemistry       (A),CHEM,6.502,B+ (3.3)
1140,CHEM 140CH - Honors Organic Chemistry (A),CHEM,7.668000000000001,B+ (3.3)
1141,CHEM 142 - Intro to Glycosciences (A),CHEM,5.955454545454546,A- (3.7)
1142,CHEM 143A  - Organic Chemistry Laboratory   (A),CHEM,7.750588235294117,B (3.0)
1143,CHEM 143A - Organic Chemistry Laboratory (A),CHEM,7.654444444444445,B (3.0)
1144,CHEM 143A - Organic Chemistry Laboratory (B),CHEM,7.157500000000001,B (3.0)
1145,CHEM 143AH - Honors Organic Chemistry Lab   (A),CHEM,9.17,B+ (3.3)
1146,CHEM 143AH - Honors Organic Chemistry Lab (A),CHEM,8.24,B+ (3.3)
1147,CHEM 143AM - Organic Chem Lab - Majors (A),CHEM,8.09,B- (2.7)
1148,CHEM 143B  - Organic Chemistry Laboratory   (A),CHEM,7.449090909090909,B (3.0)
1149,CHEM 143B  - Organic Chemistry Laboratory   (B),CHEM,6.9,B+ (3.3)
1150,CHEM 143B - Organic Chemistry Lab II (A),CHEM,7.6925,B (3.0)
1151,CHEM 143B - Organic Chemistry Laboratory (A),CHEM,7.332857142857143,B+ (3.3)
1152,CHEM 143C  - Organic Chemistry Laboratory   (A),CHEM,6.874,B (3.0)
1153,CHEM 143C - Organic Chemistry Laboratory (A),CHEM,7.125,B+ (3.3)
1154,CHEM 143C - Organic Chemistry Laboratory (B),CHEM,8.35,B (3.0)
1155,CHEM 146 - Kinetics & Mechan of Org React (A),CHEM,3.25,B+ (3.3)
1156,CHEM 149A  - Environmental Chemistry        (A),CHEM,5.26,B- (2.7)
1157,CHEM 149B  - Environmental Chemistry        (A),CHEM,5.376,B (3.0)
1158,CHEM 15   - Chemistry of the Universe      (A),CHEM,3.49,B (3.0)
1159,CHEM 15 - Chemistry of the Universe      (A),CHEM,2.72,B+ (3.3)
1160,CHEM 151   - Molecules That Changed World   (A),CHEM,4.98,B+ (3.3)
1161,CHEM 151 - Molecules That Changed World   (A),CHEM,4.1850000000000005,B (3.0)
1162,CHEM 151 - Molecules That Changed World (A),CHEM,3.6300000000000003,A- (3.7)
1163,CHEM 152   - Synthetic Methods/Organic Chem (A),CHEM,4.165,B (3.0)
1164,CHEM 152 - Synthetic Methods/Organic Chem (A),CHEM,5.284375,B+ (3.3)
1165,CHEM 154   - Mechanisms/Organic Reactions   (A),CHEM,6.5,B+ (3.3)
1166,CHEM 154 - Mechanisms/Organic Reactions   (A),CHEM,5.57,B+ (3.3)
1167,CHEM 154 - Mechanisms/Organic Reactions (A),CHEM,6.913636363636363,B (3.0)
1168,CHEM 156   - Struct&Properties/Organc Molec (A),CHEM,6.875,B (3.0)
1169,CHEM 156 - Struct&Properties/Organc Molec (A),CHEM,5.306666666666667,B (3.0)
1170,CHEM 157   - Natural Products Chemistry     (A),CHEM,5.95,B (3.0)
1171,CHEM 157 - Bioorganic & Natural Prod Chem (A),CHEM,6.211666666666666,B (3.0)
1172,CHEM 157 - Natural Products Chemistry     (A),CHEM,5.096666666666667,B (3.0)
1173,CHEM 157 - Natural Products Chemistry (A),CHEM,5.572,B (3.0)
1174,CHEM 158 - Applied Spectroscopy (A),CHEM,6.3,B (3.0)
1175,CHEM 164   - Structural Biology of Viruses  (A),CHEM,5.38,B (3.0)
1176,CHEM 164 - Structural Biology of Viruses (A),CHEM,5.315714285714286,B (3.0)
1177,CHEM 165   - 3D Elctron Microscopy/Macromol (A),CHEM,4.94,B+ (3.3)
1178,CHEM 165 - 3D Elctron Microscopy/Macromol (A),CHEM,6.3575,B (3.0)
1179,CHEM 166 - Environmntl&Moleculr Toxicolgy (A),CHEM,5.05,A- (3.7)
1180,CHEM 167 - Medicinal Chemistry (A),CHEM,5.937777777777778,B (3.0)
1181,CHEM 168 - Drug Synthesis and Design (A),CHEM,4.702727272727273,B (3.0)
1182,CHEM 171 - Environmental Chemistry        (A),CHEM,5.26,B- (2.7)
1183,CHEM 171 - Environmental Chemistry I (A),CHEM,5.033571428571428,B (3.0)
1184,CHEM 172 - Environmental Chemistry        (A),CHEM,5.376,B (3.0)
1185,CHEM 172 - Environmental Chemistry II (A),CHEM,5.600909090909091,B- (2.7)
1186,CHEM 173 - Atmospheric Chemistry          (A),CHEM,4.23,B- (2.7)
1187,CHEM 173 - Atmospheric Chemistry (A),CHEM,5.108888888888888,B+ (3.3)
1188,CHEM 174   - Chem Prin of Marine Systems    (A),CHEM,4.215,B- (2.7)
1189,CHEM 174 - Chem Prin of Marine Systems    (A),CHEM,3.915,B- (2.7)
1190,CHEM 174 - Chem Prin of Marine Systems (A),CHEM,5.64,B- (2.7)
1191,CHEM 4   - Basic Chemistry                (A),CHEM,7.58,B- (2.7)
1192,CHEM 4 - Basic Chemistry                (A),CHEM,6.4725,B- (2.7)
1193,CHEM 4 - Basic Chemistry (A),CHEM,6.59125,B- (2.7)
1194,CHEM 4 - Chemical Thinking (A),CHEM,5.775,B- (2.7)
1195,CHEM 4 - Chemical Thinking (B),CHEM,6.28,B (3.0)
1196,CHEM 40A - Organic Chemistry I (A),CHEM,9.091071428571428,B- (2.7)
1197,CHEM 40A - Organic Chemistry I (B),CHEM,7.609999999999999,B- (2.7)
1198,CHEM 40A - Organic Chemistry I (C),CHEM,8.032857142857143,B- (2.7)
1199,CHEM 40A - Organic Chemistry I (D),CHEM,8.333333333333334,B- (2.7)
1200,CHEM 40A - Organic Chemistry I (E),CHEM,8.724,B- (2.7)
1201,CHEM 40B - Organic Chemistry II (A),CHEM,9.016666666666666,B- (2.7)
1202,CHEM 40B - Organic Chemistry II (B),CHEM,8.039166666666667,B- (2.7)
1203,CHEM 40B - Organic Chemistry II (C),CHEM,8.508333333333333,B- (2.7)
1204,CHEM 40B - Organic Chemistry II (D),CHEM,8.508333333333333,B- (2.7)
1205,CHEM 40B - Organic Chemistry II (E),CHEM,9.02,B (3.0)
1206,CHEM 40BH - Honors Organic Chemistry II (A),CHEM,7.9079999999999995,B+ (3.3)
1207,CHEM 40C - Organic Chemistry III (A),CHEM,9.565357142857142,B- (2.7)
1208,CHEM 40C - Organic Chemistry III (B),CHEM,8.32,B- (2.7)
1209,CHEM 40CH - Honors Organic Chemistry III (A),CHEM,7.109999999999999,B+ (3.3)
1210,CHEM 41A - Organic I: Struct & React (A),CHEM,8.45,B (3.0)
1211,CHEM 41B - Organic II: React & Synth (A),CHEM,9.11,B- (2.7)
1212,CHEM 41C - Organic III: SynthReact&Macro (A),CHEM,8.42,B (3.0)
1213,CHEM 43A - Organic Chemistry Laboratory (A),CHEM,8.660434782608695,B (3.0)
1214,CHEM 43A - Organic Chemistry Laboratory (B),CHEM,8.616666666666667,B (3.0)
1215,CHEM 43AM - Organic Chem Lab - Majors (A),CHEM,6.84,B- (2.7)
1216,CHEM 6A  - General Chemistry I            (A),CHEM,6.9270588235294115,C+ (2.3)
1217,CHEM 6A  - General Chemistry I            (B),CHEM,7.07,C+ (2.3)
1218,CHEM 6A  - General Chemistry I            (C),CHEM,6.77125,B- (2.7)
1219,CHEM 6A  - General Chemistry I            (D),CHEM,6.523999999999999,B- (2.7)
1220,CHEM 6A  - General Chemistry I            (E),CHEM,7.292,C+ (2.3)
1221,CHEM 6A - General Chemistry I (A),CHEM,6.953461538461538,B- (2.7)
1222,CHEM 6A - General Chemistry I (B),CHEM,6.1792,B- (2.7)
1223,CHEM 6A - General Chemistry I (C),CHEM,6.462666666666666,B (3.0)
1224,CHEM 6A - General Chemistry I (D),CHEM,6.984999999999999,B- (2.7)
1225,CHEM 6A - General Chemistry I (E),CHEM,6.715454545454546,B (3.0)
1226,CHEM 6A - General Chemistry I (F),CHEM,6.3020000000000005,B- (2.7)
1227,CHEM 6A - General Chemistry I (G),CHEM,6.4075,B- (2.7)
1228,CHEM 6A - General Chemistry I (H),CHEM,6.111666666666667,B (3.0)
1229,CHEM 6A - General Chemistry I (I),CHEM,5.454,B (3.0)
1230,CHEM 6A - General Chemistry I (J),CHEM,5.395,B (3.0)
1231,CHEM 6A - General Chemistry I (K),CHEM,6.06,B+ (3.3)
1232,CHEM 6AH - Honors General Chemistry I     (A),CHEM,7.548,B (3.0)
1233,CHEM 6AH - Honors General Chemistry I (A),CHEM,8.146363636363636,B (3.0)
1234,CHEM 6B  - General Chemistry II           (A),CHEM,7.290555555555555,C+ (2.3)
1235,CHEM 6B  - General Chemistry II           (B),CHEM,7.259090909090909,C+ (2.3)
1236,CHEM 6B  - General Chemistry II           (C),CHEM,6.968333333333334,B- (2.7)
1237,CHEM 6B  - General Chemistry II           (D),CHEM,7.0840000000000005,B- (2.7)
1238,CHEM 6B  - General Chemistry II           (E),CHEM,7.529999999999999,C+ (2.3)
1239,CHEM 6B - General Chemistry II (A),CHEM,7.690769230769231,B- (2.7)
1240,CHEM 6B - General Chemistry II (B),CHEM,6.98590909090909,B- (2.7)
1241,CHEM 6B - General Chemistry II (C),CHEM,5.941,B- (2.7)
1242,CHEM 6B - General Chemistry II (D),CHEM,6.859999999999999,B- (2.7)
1243,CHEM 6B - General Chemistry II (E),CHEM,7.252,B (3.0)
1244,CHEM 6B - General Chemistry II (F),CHEM,6.79,B- (2.7)
1245,CHEM 6B - General Chemistry II (G),CHEM,6.683333333333334,B- (2.7)
1246,CHEM 6B - General Chemistry II (H),CHEM,6.92,B (3.0)
1247,CHEM 6BH - Honors General Chemistry II    (A),CHEM,7.347999999999999,B (3.0)
1248,CHEM 6BH - Honors General Chemistry II (A),CHEM,7.213636363636363,B+ (3.3)
1249,CHEM 6BL - Intr Inorganic Chem Laboratory (A),CHEM,9.234444444444444,B- (2.7)
1250,CHEM 6BL - Intr Inorganic Chem Laboratory (B),CHEM,8.88888888888889,B- (2.7)
1251,CHEM 6C  - General Chemistry  III         (A),CHEM,7.092631578947368,B- (2.7)
1252,CHEM 6C  - General Chemistry  III         (B),CHEM,6.229,B- (2.7)
1253,CHEM 6C  - General Chemistry  III         (C),CHEM,5.634,B- (2.7)
1254,CHEM 6C  - General Chemistry  III         (D),CHEM,7.2225,B- (2.7)
1255,CHEM 6C - General Chemistry  III (A),CHEM,7.863461538461538,B- (2.7)
1256,CHEM 6C - General Chemistry  III (B),CHEM,7.0633333333333335,B (3.0)
1257,CHEM 6C - General Chemistry  III (C),CHEM,6.765000000000001,B- (2.7)
1258,CHEM 6C - General Chemistry  III (D),CHEM,7.051,B- (2.7)
1259,CHEM 6C - General Chemistry  III (E),CHEM,6.5680000000000005,B (3.0)
1260,CHEM 6C - General Chemistry  III (F),CHEM,5.52,B (3.0)
1261,CHEM 6CH - Honors General Chemistry III   (A),CHEM,5.970000000000001,B (3.0)
1262,CHEM 6CH - Honors General Chemistry III (A),CHEM,6.483,B+ (3.3)
1263,CHEM 7L  - General Chemistry Laboratory   (A),CHEM,8.6775,B- (2.7)
1264,CHEM 7L  - General Chemistry Laboratory   (B),CHEM,7.761666666666666,B- (2.7)
1265,CHEM 7L - General Chemistry Laboratory (A),CHEM,7.205238095238095,B (3.0)
1266,CHEM 7L - General Chemistry Laboratory (B),CHEM,7.15825,B (3.0)
1267,CHEM 7L - General Chemistry Laboratory (C),CHEM,7.7625,B (3.0)
1268,CHEM 7L - General Chemistry Laboratory (D),CHEM,8.280000000000001,B (3.0)
1269,CHEM 7LM - General Chemistry Lab - Majors (A),CHEM,8.993333333333332,B+ (3.3)
1270,CHEM 93 - Cancer Therapeutic/Diagnostic (A),CHEM,1.93,B+ (3.3)
1271,CHEM 96 - Introductn to Teaching Science (A),CHEM,3.365,B+ (3.3)
1272,CHIN 100AM - Third Year Chinese             (B),CHIN,4.0,B+ (3.3)
1273,CHIN 100AM - Third Yr Chinese/Heritage SpkI (A),CHIN,4.354,B+ (3.3)
1274,CHIN 100AM - Third Yr Chinese/Heritage SpkI (B),CHIN,4.859999999999999,B+ (3.3)
1275,CHIN 100AN - Third Year Chinese             (B),CHIN,4.0,B+ (3.3)
1276,CHIN 100AN - Third Yr Chinese/Non-Native I (A),CHIN,5.5,B+ (3.3)
1277,CHIN 100BM - Third Year Chinese             (B),CHIN,4.15,B+ (3.3)
1278,CHIN 100BM - Third Yr Chinese/Heritage SpII (A),CHIN,4.55,B+ (3.3)
1279,CHIN 100BN - Third Year Chinese             (B),CHIN,4.15,B+ (3.3)
1280,CHIN 100BN - Third Yr Chinese/Non-Native II (A),CHIN,4.28,B+ (3.3)
1281,CHIN 100CM - Third Year Chinese             (B),CHIN,4.109999999999999,B+ (3.3)
1282,CHIN 100CM - Third Yr Chinese/Heritage III  (A),CHIN,5.489999999999999,B+ (3.3)
1283,CHIN 100CN - Third Year Chinese             (B),CHIN,4.109999999999999,B+ (3.3)
1284,CHIN 10AD - First Year Chinese I           (A),CHIN,4.62,A- (3.7)
1285,CHIN 10AD - First Year Chinese I           (B),CHIN,3.855,B+ (3.3)
1286,CHIN 10AD - First Year Chinese I           (C),CHIN,4.245,B+ (3.3)
1287,CHIN 10AD - First Year Chinese I           (D),CHIN,5.145,B+ (3.3)
1288,CHIN 10AD - First Year Chinese I           (E),CHIN,4.495,B+ (3.3)
1289,CHIN 10AD - First Year Chinese I           (F),CHIN,4.17,B+ (3.3)
1290,CHIN 10AD - First Year Chinese I           (G),CHIN,7.25,B+ (3.3)
1291,CHIN 10AD - First Year Chinese I           (H),CHIN,4.875,B+ (3.3)
1292,CHIN 10AD - First Yr Chinese/Dialect Spk I (A),CHIN,3.4859999999999998,B+ (3.3)
1293,CHIN 10AD - First Yr Chinese/Dialect Spk I (B),CHIN,3.5888888888888886,B+ (3.3)
1294,CHIN 10AD - First Yr Chinese/Dialect Spk I (C),CHIN,4.13,B+ (3.3)
1295,CHIN 10AD - First Yr Chinese/Dialect Spk I (H),CHIN,4.03,B+ (3.3)
1296,CHIN 10AM - First Year Chinese I           (A),CHIN,4.62,A- (3.7)
1297,CHIN 10AM - First Year Chinese I           (B),CHIN,3.855,B+ (3.3)
1298,CHIN 10AM - First Year Chinese I           (C),CHIN,4.245,B+ (3.3)
1299,CHIN 10AM - First Year Chinese I           (D),CHIN,5.145,B+ (3.3)
1300,CHIN 10AM - First Year Chinese I           (E),CHIN,4.495,B+ (3.3)
1301,CHIN 10AM - First Year Chinese I           (F),CHIN,4.17,B+ (3.3)
1302,CHIN 10AM - First Year Chinese I           (G),CHIN,7.25,B+ (3.3)
1303,CHIN 10AM - First Year Chinese I           (H),CHIN,4.875,B+ (3.3)
1304,CHIN 10AM - First Yr Chinese/Mandarin I    (A),CHIN,5.275,B+ (3.3)
1305,CHIN 10AM - First Yr Chinese/Mandarin I    (B),CHIN,4.32,B+ (3.3)
1306,CHIN 10AM - First Yr Chinese/Mandarin I    (F),CHIN,3.42,B+ (3.3)
1307,CHIN 10AM - First Yr Chinese/Mandarin I (A),CHIN,5.68,A- (3.7)
1308,CHIN 10AM - First Yr Chinese/Mandarin I (B),CHIN,4.06,B+ (3.3)
1309,CHIN 10AN - First Year Chinese I           (A),CHIN,4.62,A- (3.7)
1310,CHIN 10AN - First Year Chinese I           (B),CHIN,3.855,B+ (3.3)
1311,CHIN 10AN - First Year Chinese I           (C),CHIN,4.245,B+ (3.3)
1312,CHIN 10AN - First Year Chinese I           (D),CHIN,5.145,B+ (3.3)
1313,CHIN 10AN - First Year Chinese I           (E),CHIN,4.495,B+ (3.3)
1314,CHIN 10AN - First Year Chinese I           (F),CHIN,4.17,B+ (3.3)
1315,CHIN 10AN - First Year Chinese I           (G),CHIN,7.25,B+ (3.3)
1316,CHIN 10AN - First Year Chinese I           (H),CHIN,4.875,B+ (3.3)
1317,CHIN 10AN - First Yr Chinese/Non-Native I  (A),CHIN,5.703333333333333,B+ (3.3)
1318,CHIN 10AN - First Yr Chinese/Non-Native I  (B),CHIN,6.984999999999999,B (3.0)
1319,CHIN 10AN - First Yr Chinese/Non-Native I  (C),CHIN,6.345000000000001,B+ (3.3)
1320,CHIN 10AN - First Yr Chinese/Non-Native I  (D),CHIN,5.05,B+ (3.3)
1321,CHIN 10AN - First Yr Chinese/Non-Native I  (E),CHIN,5.01,B+ (3.3)
1322,CHIN 10AN - First Yr Chinese/Non-Native I (A),CHIN,6.371818181818182,B+ (3.3)
1323,CHIN 10AN - First Yr Chinese/Non-Native I (B),CHIN,6.14125,B+ (3.3)
1324,CHIN 10AN - First Yr Chinese/Non-Native I (C),CHIN,6.73625,B+ (3.3)
1325,CHIN 10BD - First Year Chinese II          (A),CHIN,5.28,B+ (3.3)
1326,CHIN 10BD - First Year Chinese II          (B),CHIN,2.755,B+ (3.3)
1327,CHIN 10BD - First Year Chinese II          (D),CHIN,5.615,B+ (3.3)
1328,CHIN 10BD - First Year Chinese II          (E),CHIN,5.7,B+ (3.3)
1329,CHIN 10BD - First Year Chinese II          (F),CHIN,3.455,B+ (3.3)
1330,CHIN 10BD - First Year Chinese II          (G),CHIN,7.34,B+ (3.3)
1331,CHIN 10BD - First Year Chinese II          (H),CHIN,4.645,B (3.0)
1332,CHIN 10BD - First Yr Chinese/Dialect Sp II (A),CHIN,5.133,B+ (3.3)
1333,CHIN 10BD - First Yr Chinese/Dialect Sp II (B),CHIN,4.963846153846154,B+ (3.3)
1334,CHIN 10BM - First Year Chinese II          (A),CHIN,5.28,B+ (3.3)
1335,CHIN 10BM - First Year Chinese II          (B),CHIN,2.755,B+ (3.3)
1336,CHIN 10BM - First Year Chinese II          (D),CHIN,5.615,B+ (3.3)
1337,CHIN 10BM - First Year Chinese II          (E),CHIN,5.7,B+ (3.3)
1338,CHIN 10BM - First Year Chinese II          (F),CHIN,3.455,B+ (3.3)
1339,CHIN 10BM - First Year Chinese II          (G),CHIN,7.34,B+ (3.3)
1340,CHIN 10BM - First Year Chinese II          (H),CHIN,4.645,B (3.0)
1341,CHIN 10BM - First Yr Chinese/Mandarin II   (A),CHIN,4.195,B (3.0)
1342,CHIN 10BM - First Yr Chinese/Mandarin II   (B),CHIN,4.11,B+ (3.3)
1343,CHIN 10BM - First Yr Chinese/Mandarin II (A),CHIN,5.364,A- (3.7)
1344,CHIN 10BN - First Year Chinese II          (A),CHIN,5.28,B+ (3.3)
1345,CHIN 10BN - First Year Chinese II          (B),CHIN,2.755,B+ (3.3)
1346,CHIN 10BN - First Year Chinese II          (D),CHIN,5.615,B+ (3.3)
1347,CHIN 10BN - First Year Chinese II          (E),CHIN,5.7,B+ (3.3)
1348,CHIN 10BN - First Year Chinese II          (F),CHIN,3.455,B+ (3.3)
1349,CHIN 10BN - First Year Chinese II          (G),CHIN,7.34,B+ (3.3)
1350,CHIN 10BN - First Year Chinese II          (H),CHIN,4.645,B (3.0)
1351,CHIN 10BN - First Yr Chinese/Non-Native II (A),CHIN,7.109999999999999,B+ (3.3)
1352,CHIN 10BN - First Yr Chinese/Non-Native II (B),CHIN,6.411,B+ (3.3)
1353,CHIN 10BN - First Yr Chinese/Non-Native II (C),CHIN,7.177142857142857,B+ (3.3)
1354,CHIN 10CD - First Year Chinese III         (A),CHIN,4.825,B+ (3.3)
1355,CHIN 10CD - First Year Chinese III         (B),CHIN,3.4699999999999998,B+ (3.3)
1356,CHIN 10CD - First Year Chinese III         (C),CHIN,4.6,B (3.0)
1357,CHIN 10CD - First Year Chinese III         (D),CHIN,5.805,B+ (3.3)
1358,CHIN 10CD - First Year Chinese III         (E),CHIN,5.215,B+ (3.3)
1359,CHIN 10CD - First Year Chinese III         (F),CHIN,3.295,B+ (3.3)
1360,CHIN 10CD - First Year Chinese III         (G),CHIN,3.4,A- (3.7)
1361,CHIN 10CD - First Year Chinese III         (H),CHIN,4.18,B (3.0)
1362,CHIN 10CD - First Yr Chinese/Dialect III   (A),CHIN,5.683333333333334,B+ (3.3)
1363,CHIN 10CD - First Yr Chinese/Dialect III   (B),CHIN,4.88,B+ (3.3)
1364,CHIN 10CD - First Yr Chinese/Dialect III (A),CHIN,4.6454545454545455,A- (3.7)
1365,CHIN 10CD - First Yr Chinese/Dialect III (B),CHIN,5.152222222222222,B+ (3.3)
1366,CHIN 10CM - First Year Chinese III         (A),CHIN,4.825,B+ (3.3)
1367,CHIN 10CM - First Year Chinese III         (B),CHIN,3.4699999999999998,B+ (3.3)
1368,CHIN 10CM - First Year Chinese III         (C),CHIN,4.6,B (3.0)
1369,CHIN 10CM - First Year Chinese III         (D),CHIN,5.805,B+ (3.3)
1370,CHIN 10CM - First Year Chinese III         (E),CHIN,5.215,B+ (3.3)
1371,CHIN 10CM - First Year Chinese III         (F),CHIN,3.295,B+ (3.3)
1372,CHIN 10CM - First Year Chinese III         (G),CHIN,3.4,A- (3.7)
1373,CHIN 10CM - First Year Chinese III         (H),CHIN,4.18,B (3.0)
1374,CHIN 10CM - First Yr Chinese/Mandarin III  (A),CHIN,6.386666666666667,B+ (3.3)
1375,CHIN 10CM - First Yr Chinese/Mandarin III  (B),CHIN,6.33,B+ (3.3)
1376,CHIN 10CM - First Yr Chinese/Mandarin III (A),CHIN,4.91,B+ (3.3)
1377,CHIN 10CM - First Yr Chinese/Mandarin III (B),CHIN,4.5,B+ (3.3)
1378,CHIN 10CN - First Year Chinese III         (A),CHIN,4.825,B+ (3.3)
1379,CHIN 10CN - First Year Chinese III         (B),CHIN,3.4699999999999998,B+ (3.3)
1380,CHIN 10CN - First Year Chinese III         (C),CHIN,4.6,B (3.0)
1381,CHIN 10CN - First Year Chinese III         (D),CHIN,5.805,B+ (3.3)
1382,CHIN 10CN - First Year Chinese III         (E),CHIN,5.215,B+ (3.3)
1383,CHIN 10CN - First Year Chinese III         (F),CHIN,3.295,B+ (3.3)
1384,CHIN 10CN - First Year Chinese III         (G),CHIN,3.4,A- (3.7)
1385,CHIN 10CN - First Year Chinese III         (H),CHIN,4.18,B (3.0)
1386,CHIN 10CN - First Yr Chinese/Non-NativeIII (A),CHIN,6.0025,B+ (3.3)
1387,CHIN 10CN - First Yr Chinese/Non-NativeIII (B),CHIN,6.104,B+ (3.3)
1388,CHIN 10CN - First Yr Chinese/Non-NativeIII (C),CHIN,5.882,B+ (3.3)
1389,CHIN 10CN - First Yr Chinese/Non-NativeIII (D),CHIN,5.41,B+ (3.3)
1390,CHIN 11 - First Year Chinese I           (A),CHIN,4.62,A- (3.7)
1391,CHIN 11 - First Year Chinese I           (B),CHIN,3.855,B+ (3.3)
1392,CHIN 11 - First Year Chinese I           (C),CHIN,4.245,B+ (3.3)
1393,CHIN 11 - First Year Chinese I           (D),CHIN,5.145,B+ (3.3)
1394,CHIN 11 - First Year Chinese I           (E),CHIN,4.495,B+ (3.3)
1395,CHIN 11 - First Year Chinese I           (F),CHIN,4.17,B+ (3.3)
1396,CHIN 11 - First Year Chinese I           (G),CHIN,7.25,B+ (3.3)
1397,CHIN 11 - First Year Chinese I           (H),CHIN,4.875,B+ (3.3)
1398,CHIN 111 - Third Year Chinese             (B),CHIN,4.0,B+ (3.3)
1399,CHIN 112 - Third Year Chinese             (B),CHIN,4.15,B+ (3.3)
1400,CHIN 113 - Third Year Chinese             (B),CHIN,4.109999999999999,B+ (3.3)
1401,CHIN 12 - First Year Chinese II          (A),CHIN,5.28,B+ (3.3)
1402,CHIN 12 - First Year Chinese II          (B),CHIN,2.755,B+ (3.3)
1403,CHIN 12 - First Year Chinese II          (D),CHIN,5.615,B+ (3.3)
1404,CHIN 12 - First Year Chinese II          (E),CHIN,5.7,B+ (3.3)
1405,CHIN 12 - First Year Chinese II          (F),CHIN,3.455,B+ (3.3)
1406,CHIN 12 - First Year Chinese II          (G),CHIN,7.34,B+ (3.3)
1407,CHIN 12 - First Year Chinese II          (H),CHIN,4.645,B (3.0)
1408,CHIN 13 - First Year Chinese III         (A),CHIN,4.825,B+ (3.3)
1409,CHIN 13 - First Year Chinese III         (B),CHIN,3.4699999999999998,B+ (3.3)
1410,CHIN 13 - First Year Chinese III         (C),CHIN,4.6,B (3.0)
1411,CHIN 13 - First Year Chinese III         (D),CHIN,5.805,B+ (3.3)
1412,CHIN 13 - First Year Chinese III         (E),CHIN,5.215,B+ (3.3)
1413,CHIN 13 - First Year Chinese III         (F),CHIN,3.295,B+ (3.3)
1414,CHIN 13 - First Year Chinese III         (G),CHIN,3.4,A- (3.7)
1415,CHIN 13 - First Year Chinese III         (H),CHIN,4.18,B (3.0)
1416,CHIN 165A  - Business Chinese               (A),CHIN,6.2625,B+ (3.3)
1417,CHIN 165B  - Business Chinese               (A),CHIN,6.08,B+ (3.3)
1418,CHIN 165C  - Business Chinese               (A),CHIN,7.195,B+ (3.3)
1419,CHIN 182B - Intro/Classical Chinese-Adv II (A),CHIN,4.5,A- (3.7)
1420,CHIN 185A - Readngs/Chinese Cult & Society (B),CHIN,5.0,A- (3.7)
1421,CHIN 185C  - Readngs/Chinese Cult & Society (A),CHIN,4.21,A- (3.7)
1422,CHIN 185C - Readngs/Chinese Cult & Society (A),CHIN,6.17,A- (3.7)
1423,CHIN 20AD - Second Year Chinese            (A),CHIN,4.205,B+ (3.3)
1424,CHIN 20AD - Second Year Chinese            (B),CHIN,4.155,B+ (3.3)
1425,CHIN 20AD - Second Year Chinese            (C),CHIN,3.9299999999999997,B+ (3.3)
1426,CHIN 20AD - Second Year Chinese            (D),CHIN,4.775,B+ (3.3)
1427,CHIN 20AD - Second Year Chinese            (E),CHIN,4.87,B+ (3.3)
1428,CHIN 20AD - Second Yr Chinese-Dialect SpkI (A),CHIN,4.241818181818181,B+ (3.3)
1429,CHIN 20AD - Second Yr Chinese-Dialect SpkI (B),CHIN,3.9299999999999997,A- (3.7)
1430,CHIN 20AD - Second Yr Chinese-Dialect SpkI (C),CHIN,4.09,B+ (3.3)
1431,CHIN 20AM - Second Year Chinese            (A),CHIN,4.205,B+ (3.3)
1432,CHIN 20AM - Second Year Chinese            (B),CHIN,4.155,B+ (3.3)
1433,CHIN 20AM - Second Year Chinese            (C),CHIN,3.9299999999999997,B+ (3.3)
1434,CHIN 20AM - Second Year Chinese            (D),CHIN,4.775,B+ (3.3)
