,Course,Department,Study Hours per Week,Average Grade Received
1435,CHIN 20AM - Second Year Chinese            (E),CHIN,4.87,B+ (3.3)
1436,CHIN 20AM - Second Yr Chinese-Mandarin I   (A),CHIN,5.68,B+ (3.3)
1437,CHIN 20AM - Second Yr Chinese-Mandarin I   (B),CHIN,4.483333333333333,B+ (3.3)
1438,CHIN 20AM - Second Yr Chinese-Mandarin I   (E),CHIN,4.25,B+ (3.3)
1439,CHIN 20AM - Second Yr Chinese-Mandarin I (A),CHIN,4.572222222222222,B+ (3.3)
1440,CHIN 20AM - Second Yr Chinese-Mandarin I (B),CHIN,4.86,A- (3.7)
1441,CHIN 20AN - Second Year Chinese            (A),CHIN,4.205,B+ (3.3)
1442,CHIN 20AN - Second Year Chinese            (B),CHIN,4.155,B+ (3.3)
1443,CHIN 20AN - Second Year Chinese            (C),CHIN,3.9299999999999997,B+ (3.3)
1444,CHIN 20AN - Second Year Chinese            (D),CHIN,4.775,B+ (3.3)
1445,CHIN 20AN - Second Year Chinese            (E),CHIN,4.87,B+ (3.3)
1446,CHIN 20AN - Second Yr Chinese/Non-Native I (A),CHIN,4.949166666666667,B+ (3.3)
1447,CHIN 20AN - Second Yr Chinese/Non-Native I (B),CHIN,4.776363636363636,B+ (3.3)
1448,CHIN 20AN - Second Yr Chinese/Non-Native I (C),CHIN,4.9399999999999995,A- (3.7)
1449,CHIN 20AN - Second Yr Chinese/Non-Native I (D),CHIN,4.8,B+ (3.3)
1450,CHIN 20BD - Second Year Chinese            (A),CHIN,4.039999999999999,B+ (3.3)
1451,CHIN 20BD - Second Year Chinese            (B),CHIN,3.6,B+ (3.3)
1452,CHIN 20BD - Second Year Chinese            (C),CHIN,4.61,B+ (3.3)
1453,CHIN 20BD - Second Yr Chinese-Dialect SpII (A),CHIN,4.01,A- (3.7)
1454,CHIN 20BM - Second Year Chinese            (A),CHIN,4.039999999999999,B+ (3.3)
1455,CHIN 20BM - Second Year Chinese            (B),CHIN,3.6,B+ (3.3)
1456,CHIN 20BM - Second Year Chinese            (C),CHIN,4.61,B+ (3.3)
1457,CHIN 20BM - Second Yr Chinese-Mandarin II  (A),CHIN,4.58,B+ (3.3)
1458,CHIN 20BM - Second Yr Chinese-Mandarin II  (B),CHIN,3.955,B+ (3.3)
1459,CHIN 20BM - Second Yr Chinese-Mandarin II (A),CHIN,4.5,A- (3.7)
1460,CHIN 20BN - Second Year Chinese            (A),CHIN,4.039999999999999,B+ (3.3)
1461,CHIN 20BN - Second Year Chinese            (B),CHIN,3.6,B+ (3.3)
1462,CHIN 20BN - Second Year Chinese            (C),CHIN,4.61,B+ (3.3)
1463,CHIN 20BN - Second Yr Chinese/Non-NativeII (A),CHIN,4.748571428571429,B+ (3.3)
1464,CHIN 20BN - Second Yr Chinese/Non-NativeII (B),CHIN,4.536,B+ (3.3)
1465,CHIN 20CD - Second Year Chinese            (A),CHIN,3.9375,B+ (3.3)
1466,CHIN 20CD - Second Year Chinese            (B),CHIN,3.9175000000000004,B+ (3.3)
1467,CHIN 20CD - Second Year Chinese            (C),CHIN,4.205,B+ (3.3)
1468,CHIN 20CD - Second Year Chinese            (D),CHIN,4.775,B+ (3.3)
1469,CHIN 20CD - Second Year Chinese            (E),CHIN,4.87,B+ (3.3)
1470,CHIN 20CD - Second Yr Chinese-Dialect III  (A),CHIN,4.02,B+ (3.3)
1471,CHIN 20CD - Second Yr Chinese-Dialect III  (B),CHIN,6.28,A- (3.7)
1472,CHIN 20CD - Second Yr Chinese-Dialect III (A),CHIN,3.31,A- (3.7)
1473,CHIN 20CM - Second Year Chinese            (A),CHIN,3.67,B+ (3.3)
1474,CHIN 20CM - Second Year Chinese            (B),CHIN,3.6799999999999997,B+ (3.3)
1475,CHIN 20CM - Second Year Chinese            (C),CHIN,4.48,B+ (3.3)
1476,CHIN 20CM - Second Yr Chinese-Mandarin III (A),CHIN,5.225,B+ (3.3)
1477,CHIN 20CM - Second Yr Chinese-Mandarin III (B),CHIN,5.06,B+ (3.3)
1478,CHIN 20CN - Second Year Chinese            (A),CHIN,3.67,B+ (3.3)
1479,CHIN 20CN - Second Year Chinese            (B),CHIN,3.6799999999999997,B+ (3.3)
1480,CHIN 20CN - Second Year Chinese            (C),CHIN,4.48,B+ (3.3)
1481,CHIN 20CN - Second Yr Chinese/NonNativeIII (A),CHIN,5.05,B+ (3.3)
1482,CHIN 20CN - Second Yr Chinese/NonNativeIII (B),CHIN,4.395,B+ (3.3)
1483,CHIN 21 - Second Year Chinese            (A),CHIN,4.205,B+ (3.3)
1484,CHIN 21 - Second Year Chinese            (B),CHIN,4.155,B+ (3.3)
1485,CHIN 21 - Second Year Chinese            (C),CHIN,3.9299999999999997,B+ (3.3)
1486,CHIN 21 - Second Year Chinese            (D),CHIN,4.775,B+ (3.3)
1487,CHIN 21 - Second Year Chinese            (E),CHIN,4.87,B+ (3.3)
1488,CHIN 22 - Second Year Chinese            (A),CHIN,4.039999999999999,B+ (3.3)
1489,CHIN 22 - Second Year Chinese            (B),CHIN,3.6,B+ (3.3)
1490,CHIN 22 - Second Year Chinese            (C),CHIN,4.61,B+ (3.3)
1491,CHIN 23 - Second Year Chinese            (A),CHIN,3.67,B+ (3.3)
1492,CHIN 23 - Second Year Chinese            (B),CHIN,3.6799999999999997,B+ (3.3)
1493,CHIN 23 - Second Year Chinese            (C),CHIN,4.48,B+ (3.3)
1494,COCU 100   - Intro/Communication & Culture  (A),COCU,5.43,B (3.0)
1495,COCU 100 - Intro/Communication & Culture  (A),COCU,4.27,B (3.0)
1496,COCU 108 - Visual Culture                 (A),COCU,4.05,B+ (3.3)
1497,COCU 110   - Cinema in Latin America        (A),COCU,4.29,B+ (3.3)
1498,COCU 110 - Cinema in Latin America        (A),COCU,4.04,B+ (3.3)
1499,COCU 120   - The Problem of Voice           (A),COCU,3.73,B (3.0)
1500,COCU 123 - Black Women Filmmakers         (A),COCU,4.17,B (3.0)
1501,COCU 124   - Documentary History & Theory   (A),COCU,4.8,B (3.0)
1502,COCU 124 - Documentary History & Theory   (A),COCU,5.7,B (3.0)
1503,COCU 125   - How to Read a Film             (A),COCU,5.406666666666666,B (3.0)
1504,COCU 125 - How to Read a Film             (A),COCU,3.6199999999999997,B (3.0)
1505,COCU 126 - African Cinema                 (A),COCU,3.63,B+ (3.3)
1506,COCU 127 - Folklore and Communication     (A),COCU,4.14,B (3.0)
1507,COCU 130   - Tourism: Globl Industry&Cult   (A),COCU,4.69,B- (2.7)
1508,COCU 130 - Tourism: Globl Industry&Cult   (A),COCU,4.39,B- (2.7)
1509,COCU 131   - Cinema of the Cuban Revolution (A),COCU,5.17,B- (2.7)
1510,COCU 132   - Gender and Media               (A),COCU,4.42,B+ (3.3)
1511,COCU 132 - Gender and Media               (A),COCU,3.705,B (3.0)
1512,COCU 136   - Concepts of Freedom            (A),COCU,7.77,B- (2.7)
1513,COCU 136 - Concepts of Freedom            (A),COCU,5.1466666666666665,B (3.0)
1514,COCU 137   - The Politics of Bodies         (A),COCU,5.27,B- (2.7)
1515,COCU 137 - The Politics of Bodies         (A),COCU,4.22,B- (2.7)
1516,COCU 139 - Reproductive Discourse&Gender  (A),COCU,4.83,B+ (3.3)
1517,COCU 140   - Television Culture & Public  (A),COCU,6.5,B+ (3.3)
1518,COCU 140 - Television Culture & Public  (A),COCU,4.14,C+ (2.3)
1519,COCU 141A  - Media&Tech:Global Nature Cult (A),COCU,5.13,B+ (3.3)
1520,COCU 141C  - Media & Technology: Disability (A),COCU,5.17,B+ (3.3)
1521,COCU 144   - Globalization of Culture&Comm  (A),COCU,5.54,C+ (2.3)
1522,COCU 144 - Globalization of Culture&Comm  (A),COCU,4.6899999999999995,B- (2.7)
1523,COCU 148   - Communication & Environment    (A),COCU,5.94,B- (2.7)
1524,COCU 148 - Communication & Environment    (A),COCU,4.5633333333333335,B (3.0)
1525,COCU 160   - Performance & Cultural Studies (A),COCU,5.39,B (3.0)
1526,COCU 162   - Popular Culture                (A),COCU,6.4399999999999995,B- (2.7)
1527,COCU 162 - Popular Culture                (A),COCU,4.22,B- (2.7)
1528,COCU 163   - Populr Cultr/Contemporary Life (A),COCU,4.88,B- (2.7)
1529,COCU 163 - Populr Cultr/Contemporary Life (A),COCU,3.09,B (3.0)
1530,COCU 165   - History Memory &Popular Cultr (A),COCU,5.27,B- (2.7)
1531,COCU 165 - History Memory &Popular Cultr (A),COCU,3.71,B (3.0)
1532,COCU 166   - Cartoons                       (A),COCU,4.1,B- (2.7)
1533,COCU 166 - Cartoons                       (A),COCU,2.63,A- (3.7)
1534,COCU 170   - Advertising and Society        (A),COCU,3.87,B (3.0)
1535,COCU 170 - Advertising and Society        (A),COCU,3.235,B (3.0)
1536,COCU 172   - The Cultural Politics of Sport (A),COCU,4.625,B (3.0)
1537,COCU 172 - The Cultural Politics of Sport (A),COCU,3.83,B- (2.7)
1538,COCU 175   - Adv Topics/Communication Cult  (A),COCU,4.875,B (3.0)
1539,COCU 175   - Adv Topics/Communication Cult  (B),COCU,4.88,B+ (3.3)
1540,COCU 175 - Adv Topics/Communication Cult  (A),COCU,4.236666666666667,B (3.0)
1541,COCU 175 - Adv Topics/Communication Cult  (B),COCU,4.835,B (3.0)
1542,COCU 175 - Adv Topics/Communication Cult  (C),COCU,4.385,B (3.0)
1543,COCU 177   - Computer Game Studies          (A),COCU,5.34,B- (2.7)
1544,COCU 177 - Computer Game Studies          (A),COCU,4.19,B (3.0)
1545,COCU 181   - Architecture as Communication  (A),COCU,4.1,B+ (3.3)
1546,COCU 181 - Architecture as Communication  (A),COCU,4.18,B+ (3.3)
1547,COCU 182   - Black Popular Music            (A),COCU,4.69,B- (2.7)
1548,COCU 182 - Black Popular Music            (A),COCU,3.58,B (3.0)
1549,COCU 183   - Pop MusSoc Prac&Cult Politics (A),COCU,5.83,B- (2.7)
1550,COCU 183 - Pop MusSoc Prac&Cult Politics (A),COCU,4.85,B (3.0)
1551,COGN 150   - Required Senior Seminar        (A),COGN,5.7,B+ (3.3)
1552,COGN 150   - Required Senior Seminar        (B),COGN,5.983333333333333,B (3.0)
1553,COGN 150   - Required Senior Seminar        (C),COGN,5.5325,B+ (3.3)
1554,COGN 150   - Required Senior Seminar        (D),COGN,5.2425,B+ (3.3)
1555,COGN 150   - Required Senior Seminar        (E),COGN,5.388,B+ (3.3)
1556,COGN 150 - Required Senior Seminar        (A),COGN,5.265,B (3.0)
1557,COGN 150 - Required Senior Seminar        (B),COGN,4.73125,B+ (3.3)
1558,COGN 150 - Required Senior Seminar        (C),COGN,5.308888888888889,B+ (3.3)
1559,COGN 150 - Required Senior Seminar        (D),COGN,5.536666666666666,B (3.0)
1560,COGN 150 - Required Senior Seminar        (E),COGN,4.17,B+ (3.3)
1561,COGN 20   - Introduction to Communication  (A),COGN,6.587142857142857,B (3.0)
1562,COGN 20 - Introduction to Communication  (A),COGN,5.0925,B- (2.7)
1563,COGN 21   - Methods of Media Production    (A),COGN,4.974,B (3.0)
1564,COGN 21 - Methods of Media Production    (A),COGN,4.233333333333333,B (3.0)
1565,COGN 22   - Methods/Media Production Lab   (A),COGN,6.16,B+ (3.3)
1566,COGN 22 - Methods/Media Production Lab   (B),COGN,7.5,A- (3.7)
1567,COGN 22 - Methods/Media Production Lab   (C),COGN,5.61,B+ (3.3)
1568,COGN 22 - Methods/Media Production Lab   (D),COGN,8.5,A- (3.7)
1569,COGN 22 - Methods/Media Production Lab   (E),COGN,3.5,A- (3.7)
1570,COGS 1   - Introduction to Cognitive Sci  (A),COGS,4.232,B (3.0)
1571,COGS 1 - Introduction to Cognitive Sci  (A),COGS,3.2577777777777777,B- (2.7)
1572,COGS 1 - Introduction to Cognitive Sci (A),COGS,3.876875,B (3.0)
1573,COGS 1 - Introduction to Cognitive Sci (B),COGS,2.86,B+ (3.3)
1574,COGS 10   - Cognitv Consequence/Technology (A),COGS,4.25,B+ (3.3)
1575,COGS 10 - Cognitv Consequence/Technology (A),COGS,3.618235294117647,B+ (3.3)
1576,COGS 10 - Cognitv Consequence/Technology (B),COGS,3.96,A- (3.7)
1577,COGS 100 - Cyborgs Now and in the Future (A),COGS,5.383636363636364,B+ (3.3)
1578,COGS 101A  - Sensation and Perception       (A),COGS,5.185,B- (2.7)
1579,COGS 101A - Sensation and Perception (A),COGS,4.754347826086956,B+ (3.3)
1580,COGS 101B  - Learning Memory and Attention (A),COGS,4.2219999999999995,B (3.0)
1581,COGS 101B - Learning Memory and Attention (A),COGS,4.691304347826088,B+ (3.3)
1582,COGS 101C  - Language                       (A),COGS,5.582857142857143,B- (2.7)
1583,COGS 101C  - Language                       (B),COGS,5.42,B- (2.7)
1584,COGS 101C - Language (A),COGS,4.895217391304348,B (3.0)
1585,COGS 102A  - Distributed Cognition          (A),COGS,5.042,B (3.0)
1586,COGS 102A - Cognitive Perspectives (A),COGS,6.390000000000001,B (3.0)
1587,COGS 102A - Distributed Cognition (A),COGS,5.09,B+ (3.3)
1588,COGS 102B  - Cognitive Ethnography          (A),COGS,6.226,B (3.0)
1589,COGS 102B - Cognitive Ethnography (A),COGS,5.2,B+ (3.3)
1590,COGS 102C  - Cognitive Design Studio        (A),COGS,10.55,B+ (3.3)
1591,COGS 102C  - Cognitive Engineering          (A),COGS,10.57,A- (3.7)
1592,COGS 102C - Cognitive Design (A),COGS,8.135,A- (3.7)
1593,COGS 102C - Cognitive Design Studio (A),COGS,8.158333333333333,B+ (3.3)
1594,COGS 107A  - Neuroanatomy and Physiology    (A),COGS,7.066666666666666,B- (2.7)
1595,COGS 107A - Neuroanatomy and Physiology (A),COGS,7.5633333333333335,B (3.0)
1596,COGS 107A - Neuroanatomy and Physiology (B),COGS,9.49,B (3.0)
1597,COGS 107B  - Systems Neuroscience           (A),COGS,4.736,B- (2.7)
1598,COGS 107B - Systems Neuroscience (A),COGS,5.824210526315789,B (3.0)
1599,COGS 107B - Systems Neuroscience (B),COGS,5.58,B- (2.7)
1600,COGS 107C  - Cognitive Neuroscience         (A),COGS,4.19,B+ (3.3)
1601,COGS 107C - Cognitive Neuroscience (A),COGS,4.3963636363636365,B+ (3.3)
1602,COGS 108 - Data Science in Practice (A),COGS,5.58125,A- (3.7)
1603,COGS 108 - Data Science in Practice (B),COGS,5.0,A- (3.7)
1604,COGS 109   - Modeling & Data Analysis       (A),COGS,7.233333333333333,B (3.0)
1605,COGS 109 - Modeling & Data Analysis       (A),COGS,6.1,B+ (3.3)
1606,COGS 109 - Modeling & Data Analysis (A),COGS,6.630454545454546,B+ (3.3)
1607,COGS 11   - Minds & Brains                 (A),COGS,5.5,B (3.0)
1608,COGS 11 - Minds & Brains                 (A),COGS,3.71375,B+ (3.3)
1609,COGS 11 - Minds & Brains (A),COGS,4.709142857142857,B+ (3.3)
1610,COGS 110   - The Developing Mind            (A),COGS,5.21,B+ (3.3)
1611,COGS 110 - The Developing Mind            (A),COGS,5.27,B- (2.7)
1612,COGS 110 - The Developing Mind (A),COGS,5.031818181818181,B (3.0)
1613,COGS 111 - Beauty and the Brain (A),COGS,4.036666666666666,A- (3.7)
1614,COGS 112 - Humor (A),COGS,3.21,A- (3.7)
1615,COGS 112 - Humor (B),COGS,2.89,B+ (3.3)
1616,COGS 115   - Neurologcl Devlp & Cogntv Chng (A),COGS,4.55,B- (2.7)
1617,COGS 115 - Neurologcl Devlp & Cogntv Chng (A),COGS,5.311875,B (3.0)
1618,COGS 116 - Developmental Cog Neuroscience (A),COGS,4.125,B+ (3.3)
1619,COGS 118A - Intro to Machine Learning I (A),COGS,8.1875,B+ (3.3)
1620,COGS 118A - Natural Computation I (A),COGS,8.766666666666667,B+ (3.3)
1621,COGS 118A - Supvr/Mach Learning Algorithms (A),COGS,7.412857142857143,B+ (3.3)
1622,COGS 118B  - Natural Computation II         (A),COGS,6.93,B+ (3.3)
1623,COGS 118B - Intro to Machine Learning (A),COGS,8.105,B+ (3.3)
1624,COGS 118B - Intro to Machine Learning II (A),COGS,8.108571428571429,B+ (3.3)
1625,COGS 118B - Natural Computation II (A),COGS,6.783333333333334,A- (3.7)
1626,COGS 118C - Neural Signal Processing (A),COGS,8.506666666666666,B+ (3.3)
1627,COGS 118D - Stats/Behavioral Data Analysis (A),COGS,11.79,B+ (3.3)
1628,COGS 119 - Programming/Experimental Res. (A),COGS,5.046666666666667,B+ (3.3)
1629,COGS 119 - Programming/Experimental Res. (B),COGS,9.59,B+ (3.3)
1630,COGS 12 - Language Culture & Cognition (A),COGS,3.295714285714286,B+ (3.3)
1631,COGS 12 - Language Culture & Cognition (B),COGS,3.61,B (3.0)
1632,COGS 120   - Human Computer Interaction     (B),COGS,5.21,B (3.0)
1633,COGS 120 - Human Computer Interaction     (A),COGS,4.2775,B (3.0)
1634,COGS 120 - Human Computer Interaction (A),COGS,5.77,B (3.0)
1635,COGS 120 - Interaction Design (A),COGS,8.738181818181818,B+ (3.3)
1636,COGS 120 - Introduction to HCI Design (A),COGS,9.850000000000001,B+ (3.3)
1637,COGS 121   - Human Comptr Interac Prog Stud (A),COGS,7.72,B+ (3.3)
1638,COGS 121 - HCI Portfolio Design Studio (A),COGS,4.96,A- (3.7)
1639,COGS 121 - Human Comptr Interac Prog Stud (A),COGS,7.405714285714287,B+ (3.3)
1640,COGS 121 - Human Comptr Interaction Progr (A),COGS,5.96,B+ (3.3)
1641,COGS 122 - Interaction Design Startup (A),COGS,6.95,B+ (3.3)
1642,COGS 122 - Startup Studio (A),COGS,7.9,B+ (3.3)
1643,COGS 123 - Social Computing (A),COGS,5.654,B+ (3.3)
1644,COGS 124 - HCI Technical Systems Research (A),COGS,4.3149999999999995,A- (3.7)
1645,COGS 125 - Advanced Interaction Design (A),COGS,1.17,B+ (3.3)
1646,COGS 126 - Human-Computer Interaction (A),COGS,5.02,B (3.0)
1647,COGS 126 - Thinking with Computers (A),COGS,7.5,A- (3.7)
1648,COGS 127 - Data-Driven UX/Product Design (A),COGS,5.855,A- (3.7)
1649,COGS 127 - Design Human-Data Interactions (A),COGS,6.615,A- (3.7)
1650,COGS 128 - Information Visualization (A),COGS,5.005,A- (3.7)
1651,COGS 13 - Fld Methods: Cognition in Wild (A),COGS,4.473571428571428,B+ (3.3)
1652,COGS 13 - Fld Methods: Cognition in Wild (B),COGS,5.04,B+ (3.3)
1653,COGS 137 - Practical Data Science in R (A),COGS,7.005,B+ (3.3)
1654,COGS 138 - Neural Data Science (A),COGS,4.703333333333333,A- (3.7)
1655,COGS 14   - Design & Analysis of Expermnts (A),COGS,4.908333333333333,C+ (2.3)
1656,COGS 14 - Design & Analysis of Expermnts (A),COGS,3.60875,B- (2.7)
1657,COGS 142 - Animal Communication (A),COGS,3.7300000000000004,B+ (3.3)
1658,COGS 143   - Animal Cognition               (A),COGS,5.8,B+ (3.3)
1659,COGS 143 - Animal Cognition               (A),COGS,5.133333333333334,B+ (3.3)
1660,COGS 143 - Animal Cognition (A),COGS,5.344166666666666,B (3.0)
1661,COGS 143GS - Animal Cognition (A),COGS,7.97,B+ (3.3)
1662,COGS 144 - Social Cognition (A),COGS,4.065,B+ (3.3)
1663,COGS 14A - Intro. to Research Methods (A),COGS,4.484722222222222,B (3.0)
1664,COGS 14B - Intro. to Statistical Analysis (A),COGS,4.955333333333333,B (3.0)
1665,COGS 14B - Intro. to Statistical Analysis (B),COGS,5.41,B+ (3.3)
1666,COGS 15   - Uncensored Intro. to Language  (A),COGS,4.39,B- (2.7)
1667,COGS 15 - Uncensored Intro. to Language (A),COGS,2.951,B (3.0)
1668,COGS 151   - Analogy and Conceptual Systems (A),COGS,5.36,B+ (3.3)
1669,COGS 151 - Analogy and Conceptual Systems (A),COGS,4.5225,B (3.0)
1670,COGS 152   - Cognitive Foundations of Math  (A),COGS,4.83,B (3.0)
1671,COGS 152 - Cognitive Foundations of Math  (A),COGS,4.5,B (3.0)
1672,COGS 152 - Cognitive Foundations of Math (A),COGS,4.525555555555556,B- (2.7)
1673,COGS 153   - Language Comprehension         (A),COGS,4.74,B (3.0)
1674,COGS 153 - Language Comprehension (A),COGS,5.753,B+ (3.3)
1675,COGS 154   - Comm Disorders/Children&Adults (A),COGS,6.15,B+ (3.3)
1676,COGS 154 - Comm Disorders/Children&Adults (A),COGS,5.2475000000000005,B+ (3.3)
1677,COGS 155   - Gesture and Cognition          (A),COGS,6.17,B (3.0)
1678,COGS 155 - Gesture and Cognition          (A),COGS,4.15,B (3.0)
1679,COGS 155 - Gesture and Cognition (A),COGS,3.7357142857142853,B- (2.7)
1680,COGS 156   - Language Development           (A),COGS,4.84,B- (2.7)
1681,COGS 156 - Language Development           (A),COGS,3.58,B (3.0)
1682,COGS 156 - Language Development (A),COGS,3.9425,B+ (3.3)
1683,COGS 156 - Language Development (B),COGS,4.965,B (3.0)
1684,COGS 157 - Music and the Mind (A),COGS,4.618,B+ (3.3)
1685,COGS 160   - Seminar on Special Topics      (E),COGS,2.3,B+ (3.3)
1686,COGS 160 - Seminar on Special Topics (A),COGS,7.153333333333333,B (3.0)
1687,COGS 160 - Seminar on Special Topics (B),COGS,5.393,B+ (3.3)
1688,COGS 160 - Seminar on Special Topics (C),COGS,4.449999999999999,B+ (3.3)
1689,COGS 160 - Seminar on Special Topics (D),COGS,6.06,A- (3.7)
1690,COGS 160 - Seminar on Special Topics (E),COGS,9.23,B+ (3.3)
1691,COGS 160 - Seminar on Special Topics (F),COGS,6.1,B+ (3.3)
1692,COGS 163 - Metabolic Disorders/Brain (A),COGS,5.0625,A- (3.7)
1693,COGS 163 - Metabolic Disorders/Brain (C),COGS,7.36,B+ (3.3)
1694,COGS 164 - Neurobiology of Motivation (A),COGS,4.071428571428571,A- (3.7)
1695,COGS 165 - Neuroimaging of Cognition (A),COGS,4.825,A- (3.7)
1696,COGS 169 - Genetic Information/Behavior (A),COGS,5.07,B (3.0)
1697,COGS 17   - Neurobiology of Cognition      (A),COGS,5.541428571428571,B (3.0)
1698,COGS 17 - Neurobiology of Cognition      (A),COGS,4.316666666666666,B- (2.7)
1699,COGS 17 - Neurobiology of Cognition (A),COGS,5.756829268292683,B (3.0)
1700,COGS 17 - Neurobiology of Cognition (B),COGS,5.083333333333333,B+ (3.3)
1701,COGS 170 - Brain Waves Across Scales (A),COGS,4.71,A- (3.7)
1702,COGS 170 - Brain Waves Across Scales (B),COGS,5.3,B+ (3.3)
1703,COGS 171   - Mirror Neuron System           (A),COGS,5.14,B (3.0)
1704,COGS 171 - Mirror Neuron System (A),COGS,4.806666666666667,B (3.0)
1705,COGS 171GS - Mirror Neuron System (A),COGS,5.65,B+ (3.3)
1706,COGS 172   - Brain Disorders and Cognition  (A),COGS,5.54,B (3.0)
1707,COGS 172 - Brain Disorders and Cognition  (A),COGS,4.505,B (3.0)
1708,COGS 172 - Brain Disorders and Cognition (A),COGS,4.861818181818182,B+ (3.3)
1709,COGS 174   - Drugs: Brain Mind and Culture (A),COGS,5.095,B (3.0)
1710,COGS 174 - Drugs: Brain Mind and Culture (A),COGS,4.82,B (3.0)
1711,COGS 174GS - Drugs: Brain Mind and Culture (A),COGS,4.8420000000000005,B+ (3.3)
1712,COGS 175 - Alternate States/Consciousness (A),COGS,5.470000000000001,B (3.0)
1713,COGS 176   - From Sleep to Attention        (A),COGS,4.7,B (3.0)
1714,COGS 176 - From Sleep to Attention (A),COGS,4.4825,B+ (3.3)
1715,COGS 177 - Space and Time in the Brain (A),COGS,5.398333333333333,B+ (3.3)
1716,COGS 178 - Genes Brains & Behavior (A),COGS,3.746,A- (3.7)
1717,COGS 179 - Electrophysiology of Cognition (A),COGS,6.4316666666666675,B (3.0)
1718,COGS 18   - Intro/Programming/Cogn Science (A),COGS,10.276666666666666,B- (2.7)
1719,COGS 18 - Intr/C Programming/Cogntv Modl (A),COGS,5.7075,B- (2.7)
1720,COGS 18 - Intro/Programming/Cogn Science (A),COGS,10.03,B (3.0)
1721,COGS 18 - Introduction to Python (A),COGS,6.212307692307693,B+ (3.3)
1722,COGS 18 - Introduction to Python (B),COGS,7.09,B+ (3.3)
1723,COGS 18 - Introduction to Python (C),COGS,7.08,B+ (3.3)
1724,COGS 180 - Decision Making in the Brain (A),COGS,5.386666666666667,B+ (3.3)
1725,COGS 181 - Neural Networks/Deep Learning (A),COGS,7.19,B+ (3.3)
1726,COGS 182 - Intro/Reinforcement Learning (A),COGS,9.06,B+ (3.3)
1727,COGS 184   - Modeling/Evolution of Cognitn  (A),COGS,5.17,B (3.0)
1728,COGS 184 - Modeling/Evolution of Cognitn (A),COGS,7.012857142857143,B (3.0)
1729,COGS 184GS - Modeling/Evolution of Cognitn (A),COGS,7.45,B+ (3.3)
1730,COGS 185 - Adv. Machine Learning Methods (A),COGS,7.5275,A- (3.7)
1731,COGS 186 - Genetic Algorithms (A),COGS,9.56,B (3.0)
1732,COGS 187A  - Cogntv Aspct of Digital Design (A),COGS,9.35,B+ (3.3)
1733,COGS 187A  - Cogntv Aspct/Multimedia Design (A),COGS,7.4,B+ (3.3)
1734,COGS 187A - Usability & Info. Architecture (A),COGS,6.583499999999999,A- (3.7)
1735,COGS 187A - Usability & Info. Architecture (B),COGS,9.225,B+ (3.3)
1736,COGS 187B  - Cogn Aspct/Multimedia DesignII (A),COGS,6.69,B+ (3.3)
1737,COGS 187B  - Practicum in Pro Web Design    (A),COGS,8.5,B+ (3.3)
1738,COGS 187B - Practicum in Pro Web Design (A),COGS,7.804545454545454,B+ (3.3)
